id,evaluation
29228162,black
30059432,black
30481238,equal
14176952,white
32718676,equal
18623030,white
14017581,white
33165058,white
28401638,equal
12270191,equal
22691149,black
12884209,black
36024208,white
21907362,white
31546962,white
14665612,equal
7679180,equal
29345173,equal
22792984,black
12395444,white
6055067,white
18671860,equal
14015332,equal
26075582,equal
7672917,black
3880071,black
15128715,black
8058630,black
31712960,equal
17623718,black
12180213,equal
7240769,equal
17572363,equal
24432579,black
24037671,equal
12875903,equal
17055768,white
34713957,black
9184709,black
20813600,black
16849645,equal
21493650,white
6729994,equal
16433442,white
9217131,equal
31019890,white
31378921,equal
3571659,black
5431047,black
9443717,white
10883733,black
681114,white
33564743,black
23594822,white
16123219,white
29731462,white
26730904,white
18657626,equal
10333604,equal
35156386,equal
34120821,equal
19307929,black
30274570,black
18889051,equal
30221187,white
3937634,black
25224327,equal
29407923,equal
12918543,black
17728892,black
36983043,black
31908885,white
11366699,equal
8842965,equal
1362029,equal
29257796,black
21007416,black
25569634,white
36595417,white
18230090,equal
3795864,equal
5619454,black
32327340,equal
8416630,white
35803518,white
10145661,white
20135146,equal
30542329,white
19327571,equal
31020624,equal
8390663,equal
9728053,black
22920367,equal
15398253,black
35790283,equal
3310241,equal
9697934,black
27068346,black
3244295,black
29061547,white
6865582,black
22035601,equal
13955137,equal
13805934,black
23570035,equal
33993064,black
29039258,white
17516946,equal
28194109,white
31746541,equal
19718413,black
21002587,equal
33707322,white
26461847,equal
663111,white
491269,equal
20597898,white
19335158,equal
567229,equal
5698910,equal
12018683,black
21383034,equal
22474522,black
27036760,white
12513127,equal
25620687,black
286832,equal
30405644,white
27384077,black
25682047,equal
28423765,black
33900462,equal
16471957,black
30252672,black
28020053,white
26903998,equal
1359685,white
1113345,white
34525374,white
13390865,white
37085674,equal
35232641,equal
6634603,white
19661747,black
17843023,white
15181380,white
16401306,black
34475403,equal
18807938,equal
27421188,white
15978992,black
36140034,black
19497609,white
24707027,white
21828258,white
26804713,white
767551,black
15487834,white
1494283,equal
5499073,black
10357135,black
17429721,white
21433833,equal
32957175,black
7475347,white
17113759,equal
36309829,equal
20767889,black
6544611,black
6356674,black
34088535,equal
30672631,equal
9272498,equal
20110469,white
13048532,black
21865885,equal
23389679,white
19185534,equal
8093310,white
28966544,white
5636358,white
30661718,white
31057790,white
27173893,white
24915896,white
35720207,black
8678685,white
30839623,white
31012061,black
34929632,equal
20606560,white
18822953,black
36680196,equal
6707581,black
5265969,equal
16137355,black
7184131,black
17575840,equal
18124171,white
16685829,equal
1038970,white
8860442,equal
8020422,white
29499531,equal
18903054,black
25469442,black
24730971,white
600894,black
32208064,white
24973248,black
26607636,equal
27307267,equal
10862057,white
21569998,equal
15572840,white
35581387,equal
20353055,equal
14954432,white
20506166,equal
6178305,black
17370442,equal
20239750,equal
34983040,equal
30445390,equal
24773537,white
395425,white
30144387,equal
13503599,black
5385693,equal
9494869,black
395742,white
34877560,black
20219022,equal
32364972,black
33169645,equal
20075045,equal
35558164,black
24625219,black
22540957,equal
16175064,equal
16362771,equal
34201345,equal
35048444,black
32963269,black
32690558,black
36972402,black
2568609,equal
22619807,equal
12218844,white
24413946,equal
27607410,black
33805546,equal
18749680,white
11728916,black
1296871,black
15635716,white
30448647,equal
6633562,black
22251133,black
16702129,white
16948000,black
34448708,black
15494601,black
18480308,black
19462549,equal
26643742,white
29288645,equal
5313053,black
32287690,equal
27757720,equal
17744059,black
19437805,white
31670880,equal
33517312,equal
8274604,equal
10451108,black
16043451,white
3933207,white
10464814,equal
12276285,equal
26781743,white
23459497,black
13664205,equal
9119685,black
8516307,equal
2636981,white
24811951,black
3337719,equal
25577072,black
3208533,black
455729,black
3615595,black
7989410,white
3855213,equal
21009593,black
3183983,equal
30049158,equal
9255043,equal
27016863,black
35975072,black
24713786,equal
3832135,white
35025831,black
14192641,equal
3581897,equal
3702028,equal
22069015,equal
8279717,white
34514566,black
27390077,equal
9877320,black
16124156,equal
34375368,equal
24290045,equal
109757,equal
1062908,white
29600795,equal
4501354,black
8163226,equal
24529021,black
26300036,black
8709212,black
13064886,black
26428466,equal
33778178,equal
27359891,equal
5907641,equal
32948438,white
9140155,equal
10859981,black
29673100,black
35993210,equal
5525932,black
9548880,equal
28808981,white
17949033,equal
30544075,equal
27033002,equal
34703009,black
13342191,equal
29001050,equal
16205210,black
29333884,black
268018,equal
26777196,white
31696639,equal
25263498,equal
27010890,white
35769704,equal
12451038,black
36995529,black
8741201,equal
9852001,black
29607664,equal
19502563,black
29254948,black
13470270,equal
5117144,equal
10698846,black
2531246,black
31722439,equal
27886558,black
20114510,equal
13107577,equal
3214969,black
6390170,black
32934055,black
1178921,equal
2216648,white
29087037,black
33804923,equal
2580881,white
2280592,equal
23804433,equal
13678471,equal
2744250,equal
12603338,white
30273829,black
29016862,equal
4966492,black
35247855,black
34310397,white
10995692,equal
10624860,equal
33690347,black
33114101,equal
32067896,white
5741021,equal
20468449,equal
8548860,equal
35850390,black
14904664,white
7954353,black
27566058,black
25255873,white
20665016,equal
7076869,black
1620933,equal
35506355,black
32675438,equal
22345445,equal
26396950,white
6458572,equal
32767965,black
33972262,equal
35903789,equal
31925449,white
33508383,equal
11736313,black
3828415,equal
12954662,black
25845711,equal
765231,equal
416796,white
5103402,white
17546665,white
13367015,equal
31718305,equal
20866174,equal
19739218,white
10528621,black
21595517,black
13087258,equal
325117,equal
6536819,black
14111003,white
2264895,black
6384504,black
28298407,equal
17942448,equal
21854978,equal
31439077,equal
6680532,white
27327694,black
3840365,black
28018348,equal
3048540,equal
34529253,white
25580476,black
30884820,black
21216315,black
31158821,white
1957199,black
14721085,equal
7767409,black
8345689,black
8563820,equal
30915350,black
27112203,equal
5870235,equal
21418526,black
12759898,white
6092748,equal
25005339,black
24704335,equal
29686085,black
5159015,equal
31638039,white
16900785,equal
14464272,black
33168826,white
4795868,black
27169236,equal
13353826,black
10483963,equal
13698824,black
21096829,equal
2248976,black
22393079,white
3725355,equal
33656837,black
700127,equal
15851194,black
13162983,black
22176311,black
30439743,black
4797428,equal
22129702,black
27128730,black
18537973,equal
10211461,equal
7565626,black
11615810,equal
33989357,equal
23615544,white
21894163,equal
9146856,white
19180442,equal
25650172,black
32748390,equal
10037061,white
23433553,black
14908533,equal
32414674,white
6831308,black
13325935,white
28138591,white
4436018,black
31998448,equal
28687330,black
36685185,black
8996936,black
36703243,black
21062162,black
18448928,black
24935428,black
1466229,equal
14049640,white
29992765,equal
24235925,black
5302515,equal
20264533,white
21717305,white
31166788,black
4465938,white
37025524,equal
32119412,equal
8463596,black
37008236,black
33077532,black
37077767,equal
2554007,white
17477952,equal
16479400,equal
33964226,black
27228318,black
7235489,equal
24003019,white
4269978,white
8611732,equal
11747628,black
9441412,equal
16968093,equal
21093768,equal
27894396,black
12811660,equal
13255266,white
25907734,black
4313707,black
1837687,equal
18930812,equal
5973343,white
15297365,equal
29465445,white
27316125,black
33685009,equal
5206479,equal
22200611,black
29529779,black
21066224,white
33726503,white
27088198,equal
19410063,black
28555400,black
4290133,black
32193296,black
35979817,equal
33398817,equal
33098783,white
20791133,equal
32656082,white
20621642,black
9259320,black
1471730,equal
11840686,equal
26895245,white
15109145,black
21570798,equal
11219263,equal
4758228,black
17947050,white
14851550,black
9568481,white
36256312,equal
36643224,black
24679645,equal
37162047,equal
9927832,white
29555317,white
25759022,equal
31822016,black
15136530,black
30377668,black
2112781,equal
19351027,equal
1875297,black
8357668,equal
36517942,white
16875416,black
8752674,black
30719489,black
929051,white
36862077,white
20437072,equal
27532777,white
8355478,white
23510591,white
29308930,black
1761539,black
29354020,equal
1960307,black
25896266,equal
15206536,equal
20371544,black
28098897,white
31952797,white
17149225,black
6557954,equal
13548995,black
11354804,equal
24277039,black
25656927,black
17165558,black
27830790,equal
19194869,black
29807061,black
22538601,black
3458013,black
26161130,black
35373438,equal
7544622,white
10962745,equal
31695764,equal
36636772,black
7300499,black
13928859,black
26495014,equal
32478396,equal
13090182,black
25593761,equal
14709149,black
36422777,white
17313090,white
14386289,black
32057970,black
17734745,equal
994733,equal
26991158,white
25819489,equal
10950185,equal
29909373,black
35126735,equal
29820651,white
13710669,black
32832762,black
33533030,equal
19139046,black
11780377,white
10137939,white
23138037,white
22673725,black
11473087,white
3017056,black
26193603,black
5399492,white
10101686,equal
19740198,white
35932617,equal
29990335,black
28421171,equal
21884328,white
17178955,white
26394935,black
8401730,equal
11022644,equal
17740286,black
1803610,white
12728135,equal
22452616,white
28956790,black
29014980,equal
17310390,equal
34505873,black
2843042,black
30845418,white
30450459,white
2383231,white
10285007,white
6513619,black
31594713,white
26028255,black
2480188,equal
18081486,black
32648926,equal
28767796,black
19797983,white
20149512,black
32700796,equal
25094163,white
10998997,black
6265236,black
17085248,white
32799291,equal
13834936,black
12168188,white
27017385,white
21563709,equal
21364273,equal
20034849,black
991692,equal
17410301,white
27504497,equal
20298579,equal
12586771,equal
32688197,white
2789274,white
17326976,white
2724145,black
27351395,black
1597090,black
19535112,black
31372966,equal
34054285,black
28765874,white
25706443,equal
12965177,black
36136079,equal
33749380,black
21357053,black
7765014,equal
20241218,white
16987624,equal
4603108,equal
14779220,black
12601636,white
15221436,equal
19836826,black
36957078,black
29177629,black
22178020,black
22411917,black
10716269,equal
4724293,equal
11294039,equal
11043030,black
30948794,black
36178473,black
24965326,equal
37081464,equal
21213436,white
3016997,equal
33785536,white
12883576,equal
33889655,black
11454714,equal
23004046,white
11982967,equal
10370657,equal
13568257,black
33499314,white
32612761,equal
35952526,black
11465416,equal
9111478,equal
19247861,black
10668295,equal
7669866,white
30580247,black
1104845,black
1704349,white
1478294,black
19219567,white
26497122,equal
26258207,equal
1728751,black
14619985,white
32611401,equal
30136865,black
5429141,equal
30390971,equal
5779632,black
36269343,equal
13935729,equal
32029461,black
1657694,black
30850664,white
15953244,black
30606947,equal
19624280,white
3401557,black
36391756,equal
25402593,black
19001051,black
5613018,black
26148783,equal
34382251,black
31294914,black
15696771,equal
23014437,equal
1001383,equal
27918135,black
9265498,black
32393731,black
21794196,black
3451451,white
2475115,equal
6223647,equal
26370649,black
7654763,white
19347848,white
5450075,black
26895875,white
26826679,equal
22495090,black
14293553,white
34805800,black
8630527,equal
106769,equal
10464769,equal
22782080,black
34787919,white
34015234,black
15292384,equal
10421541,white
30250938,black
1236361,black
13424171,black
1540639,white
935778,equal
13190879,black
5629463,equal
31283818,black
19592433,black
22618692,white
36184643,equal
1404187,black
36060341,equal
12475399,equal
25631486,equal
6804898,black
19436681,white
12387255,white
17884328,equal
13620436,black
36973096,equal
12247774,equal
16425756,black
2605546,equal
22444175,equal
17760055,equal
23869220,black
12115550,equal
28900225,white
35730374,white
26694438,black
13503441,black
35845356,white
2177919,equal
11312755,equal
14163485,white
14757547,equal
35891858,white
27204189,black
26932218,white
26663468,equal
654086,equal
25539540,equal
26025663,white
13832525,equal
7052664,equal
734106,black
1415248,black
29605212,white
20482108,white
2544639,equal
12929753,equal
28882539,black
26056894,black
35309,equal
10896259,equal
32361112,black
19435225,white
23014393,white
2832439,black
12540151,black
33886416,black
37086935,black
13917141,equal
5853275,white
5709268,white
12054578,white
33755481,black
27013552,white
16635883,black
19728658,black
8255144,equal
5530166,black
14175868,equal
5013414,white
7199688,black
11206502,equal
24101302,white
19268166,equal
13496773,white
35226266,white
15387896,black
24117542,white
30501002,black
36758919,black
7669804,white
11200309,white
16498545,black
2352091,black
10472302,white
2567305,white
6840209,equal
29175203,equal
26833037,equal
6837317,black
22141192,equal
3969939,equal
29875355,white
9776678,equal
14139129,black
16474754,white
13121223,equal
34194005,white
19382459,equal
48080,white
31624323,black
4670461,equal
1741093,white
23193582,black
6132467,black
19221148,black
23045359,white
30685626,equal
6501435,equal
1310218,black
11906040,black
15075922,black
699051,black
8606293,white
26918626,equal
36407947,white
27490638,black
4057126,equal
26293230,white
4814053,white
6570552,equal
11168822,black
20544505,equal
32251288,equal
22802551,white
25043443,black
29970223,white
33039933,black
27048860,equal
20129553,equal
5083317,white
17362962,white
31380307,equal
24565344,black
5368005,equal
2196762,white
33230063,equal
12985558,black
3116429,equal
1652886,white
14512086,equal
23170688,white
20718604,white
26262198,equal
34066961,white
1010167,equal
18134851,equal
18013922,black
18896332,equal
27958526,black
26778635,black
31148143,equal
16438986,equal
11804908,white
10832072,black
14252436,black
4377047,white
13323157,black
32742846,white
35221809,equal
97129,black
5258424,white
18283733,white
24940343,black
18247105,equal
2496029,black
7602655,black
32532514,black
24581254,equal
29787722,white
14100263,black
13487191,black
23518396,white
12481909,black
27346836,black
17951886,equal
13948437,equal
18009093,white
22080116,white
21958709,black
19663875,white
18539359,equal
30596785,black
32345065,equal
35984394,equal
2680438,white
12304375,black
13152333,white
36700980,equal
27980628,black
34394582,equal
1698716,black
15733617,black
8508878,black
31505027,black
24182441,white
34105890,black
20425562,white
35384484,equal
1392383,black
26813251,white
17657842,black
36081548,black
6219847,equal
9504416,black
32925792,white
2912506,black
7078140,black
25142565,white
13883996,white
7733359,equal
29085660,white
24174597,white
16312181,black
21112481,equal
10248434,white
9954318,equal
10931175,equal
33848175,equal
9098654,equal
31036144,black
10673421,equal
16166692,equal
22291884,black
17290311,black
31413857,equal
18277448,white
13822405,equal
18260103,black
10868442,equal
10532432,white
16470397,equal
20073780,equal
32309641,black
17885530,black
12225719,white
1672410,equal
6411101,equal
36045022,equal
7614973,equal
17898092,black
1454147,equal
31397693,black
25595714,equal
9680038,white
1680241,equal
19592831,equal
22498964,white
26193469,equal
11876268,equal
29065049,black
35543777,black
76586,equal
12445979,equal
15650197,equal
36521710,black
995817,equal
2812233,equal
2986847,white
8459863,black
14234914,black
21820359,black
36616497,equal
15957940,white
9633677,black
4358011,white
14150344,equal
36837957,equal
18644789,black
23969353,black
3939592,black
2554531,black
16415837,equal
32219175,white
29812436,white
20550584,white
30276197,equal
14817354,black
621917,white
12163194,white
36562679,white
8246520,black
26020859,white
6096511,black
34031080,equal
3339230,black
20236359,black
29739621,white
28108144,equal
6384239,black
29625500,equal
8511996,equal
31356990,equal
30859205,black
2839724,equal
18320843,black
26902000,white
4746084,equal
14925148,white
16509910,black
27851308,white
5436264,equal
14553943,black
24587633,black
19603038,white
35999345,white
34718939,black
17088472,black
16577175,white
18304160,black
2561911,black
11488672,equal
28662025,black
16538947,black
36746320,black
23573096,white
31979336,white
7929507,black
28654960,black
2213926,black
9052856,white
26985327,equal
11127402,white
12848231,equal
8684100,equal
21133634,black
1510429,equal
26395837,equal
8486518,equal
24726983,black
31757137,black
25880304,equal
27370115,white
24339384,equal
28350794,black
32255456,equal
27058462,equal
21790703,black
12515414,equal
34621361,black
10185271,black
7052213,black
32568812,black
31605018,black
2942932,equal
36736889,equal
15771260,black
10246091,black
6921072,equal
21647035,equal
16549601,white
37078731,black
9679409,equal
11313114,white
22035930,equal
5775670,equal
24772156,equal
2180502,equal
19707499,black
20501905,black
21472076,black
9746671,equal
2271122,white
13604292,white
4314360,black
26184069,equal
8360245,equal
26495793,white
36493925,equal
23155136,black
14919801,white
5616496,equal
8801845,black
13833866,equal
22956613,white
10335407,black
3967081,equal
3279081,equal
30829742,black
30808865,black
12924594,black
34470267,equal
10101628,equal
34349491,equal
28047217,equal
13921131,white
20036778,white
21436495,equal
11462825,black
29799537,black
7994696,white
11413119,black
22209980,white
12366121,equal
8550364,white
6629595,black
19300067,equal
14280517,equal
2837511,black
19189568,white
31129583,white
2630650,black
8915140,white
33446252,white
9705201,black
7045627,equal
25117387,equal
36753340,white
4787424,black
8598409,equal
27047117,equal
27776988,white
35069566,equal
23958592,white
27542863,black
13596228,equal
20776618,equal
26272060,equal
13030716,black
31638352,black
1615026,equal
30175258,white
15683084,white
29250838,equal
12296585,white
8817092,white
33491972,black
358350,black
4081993,black
8772635,black
32429283,black
19990538,black
29033110,black
22804097,white
12157651,white
27555938,equal
16495050,white
12759156,black
22668955,black
16958989,white
6708094,white
13758088,equal
35853643,equal
37104126,equal
15103079,white
14020175,equal
24532401,black
18797847,equal
32958171,equal
11151118,black
9114044,equal
11955973,black
15316533,black
34567947,black
13764660,black
9987342,equal
30254412,black
37078523,white
20518142,white
34999804,white
22825523,black
13756950,equal
15886088,equal
27816890,black
18655505,black
5598898,equal
4182252,black
7948831,equal
16376924,equal
5811087,white
5462972,equal
13543825,black
31213100,equal
6924289,equal
27762655,black
21123009,black
18607555,black
28990968,black
21687263,equal
6050481,equal
12888646,black
1857268,black
23709011,equal
4446936,equal
8531858,equal
28436816,equal
20315328,black
28786100,equal
13801273,white
34511674,equal
358602,equal
28202455,equal
21543437,equal
10055592,white
13828308,equal
14175150,black
19111536,equal
2694894,equal
33022899,equal
13119309,equal
8238223,black
4706218,black
35995722,equal
9394554,equal
16688350,equal
17419770,white
26335005,equal
35812161,equal
33395725,equal
8291099,white
13571922,equal
15898128,white
2039007,equal
21181576,equal
17973018,equal
24821894,black
2574779,black
4751006,equal
30363007,equal
10968843,white
18264888,black
16090889,black
36055780,black
33628710,white
4934780,equal
32534406,black
27573066,black
13384636,white
20995290,black
828567,white
12080929,white
23292427,black
34598993,equal
25579346,black
27374426,equal
12987544,equal
14656233,equal
10863879,equal
8605011,equal
6390920,black
13550538,white
17280406,white
27527091,equal
8018904,equal
8776663,black
16341111,equal
23089530,equal
22005559,black
30044919,black
6814873,equal
25397460,white
2095940,equal
31606023,equal
33115281,white
24496692,equal
8505559,black
8538708,black
19005681,equal
3182188,equal
10945017,black
35249455,equal
15970907,black
7362917,black
812157,equal
35829534,white
29738760,white
18748648,equal
28832619,equal
22557364,black
16449096,black
30663034,equal
34991210,black
18020100,equal
19068883,black
36798079,white
6330654,black
15981926,black
13432970,black
17725796,black
36242525,equal
25347376,black
15152614,white
31095603,black
22505496,white
3502529,black
32689804,black
30904873,black
26991054,white
6403990,white
15955722,black
2107363,white
3950308,equal
17163249,black
16384695,equal
25237911,white
25541726,white
32045082,black
28294758,black
21105268,equal
36632813,equal
28339984,white
33159288,white
30593181,white
7369005,black
36022644,white
18216247,black
18923120,equal
22536370,black
8774825,black
25170125,white
16112214,black
13210801,black
18368032,equal
25951303,white
27040035,equal
1013433,black
2903631,equal
10364103,black
27292155,black
11813450,equal
25603341,equal
15288043,white
19925965,black
31568171,white
17338267,black
2436481,black
15334191,equal
16434981,equal
15946074,equal
10648522,equal
27726334,black
8872282,black
13582831,white
16352572,black
36401391,black
22274360,black
5956228,black
23026300,black
29152990,black
19932460,black
16769530,black
24058175,white
27520760,white
10808504,equal
21473274,black
20643853,equal
29564116,black
24555027,equal
30023667,equal
18904641,black
9977785,equal
28900062,black
14011440,black
18567471,equal
20851090,black
18210217,black
37121210,white
4498462,equal
458120,equal
5532471,black
23809560,equal
30318865,white
7352512,equal
5098886,white
6758647,equal
8374119,equal
14828116,black
27012700,white
20937866,white
4777965,equal
15012351,black
34558977,black
19379034,equal
10172282,black
5111508,equal
1884198,black
35014672,black
5902314,white
396429,white
35909474,black
8655794,equal
17459612,white
12999667,black
16255511,white
15088302,equal
2390181,white
34781239,white
30389010,equal
4735156,black
1120106,black
23081758,equal
20234721,equal
31979208,equal
16744670,equal
9922338,black
30007789,equal
32052287,equal
19217206,white
20791416,black
17044778,equal
20180025,white
34333215,equal
22923795,equal
13534373,equal
23112364,black
22423211,white
1879929,black
14875557,black
31762472,equal
26771455,white
16189828,black
21175742,equal
14543932,equal
11032560,equal
12511491,black
18103823,white
16049316,black
35518328,black
32368854,black
29066643,white
24297710,equal
11595438,equal
4620080,black
20063377,black
23917337,equal
17639506,white
9383409,white
9635181,black
32240141,black
11948175,equal
28347222,white
22424786,black
27554744,equal
4891010,equal
23451609,black
20516284,black
30546006,black
33180907,black
1277138,black
8490627,black
15790814,white
21946722,black
36551349,black
30890172,white
8157645,black
12682349,equal
21155982,equal
31635665,black
31471719,black
33440013,black
20511578,white
2108428,black
35793015,white
31766182,white
23228936,white
26687962,equal
18417427,white
26200863,black
15612079,equal
28069685,white
3257195,equal
9202259,black
15641455,white
9960670,equal
34092695,black
34906179,equal
20580339,equal
17860149,black
1559599,equal
30028433,equal
31028026,equal
9341741,white
4962928,white
31429870,black
24381372,equal
25524538,equal
20589027,equal
3415257,white
10228409,equal
33975432,black
13948706,equal
32494595,equal
9843478,equal
12817213,black
14503947,equal
13426999,white
28380228,equal
2434724,black
1543216,black
10538348,equal
10885935,equal
25797659,black
3563178,equal
2754531,black
23877285,equal
246991,equal
30733867,white
24407791,equal
34311303,equal
9287402,white
33985372,white
18850832,black
717094,white
30064584,black
7921527,white
17497205,black
9135998,equal
36405621,equal
22301459,white
27974433,equal
29911556,equal
10798618,white
6089647,white
5431659,black
2201255,white
28551435,white
33702441,black
37035064,equal
4978637,white
2134849,white
23150821,white
28039995,equal
3964977,equal
19374601,white
5838967,black
11130515,black
20483385,white
10186237,black
3011369,white
15615289,white
26675313,black
5982371,black
8992363,white
13234773,white
15966676,black
20283155,black
26762953,equal
16211546,white
8113584,black
32542070,black
16413080,white
30323181,equal
2439987,white
26079121,equal
35688112,black
22564627,black
29232525,equal
30905645,black
28187045,equal
18999280,black
21042620,equal
13239875,equal
20147239,equal
30756007,equal
11975751,white
33832258,equal
15929465,equal
9046042,black
24254826,equal
16389985,white
14782831,white
6195546,equal
33700233,white
3673515,equal
37042815,equal
2451429,white
84577,black
29552223,black
15414584,black
14035095,equal
32991450,black
65429,equal
9597115,black
23511897,white
15538631,black
30583885,white
35986974,black
17789197,equal
16318981,black
3492951,equal
15034086,equal
23650272,black
36134243,white
16614163,equal
4057777,equal
36818090,white
17951299,black
4884908,black
36070265,equal
36015007,black
18134289,equal
25403529,black
9090604,black
21221924,equal
3628386,black
28477530,equal
29654603,white
28846565,black
22522441,equal
1629530,black
20985646,equal
14892577,black
26130392,equal
23503284,equal
23860354,equal
35385065,white
23517665,equal
31713018,equal
11151120,black
28985226,equal
17000443,black
16776701,white
28669302,white
20505135,black
17257395,black
32004367,white
1772426,white
9982844,black
32893647,equal
33476574,equal
13310301,black
8419141,black
12227797,black
34100114,black
25410216,white
34703007,equal
19731389,equal
18594794,equal
9622976,equal
17429021,black
18169419,equal
23396980,black
35686137,equal
16123997,equal
27631044,white
2469497,equal
24609296,black
25006356,equal
22791316,equal
5485635,white
27377513,black
908894,white
882034,white
19537957,equal
21224501,black
33086027,equal
23049645,black
31063118,black
13732373,black
3899879,black
10493295,white
4313319,black
30041031,white
21119645,black
33123689,white
11014537,black
8888166,black
20859304,black
34483136,white
22502371,equal
28633052,white
25107913,black
32280628,black
1026794,black
15756422,white
35402862,black
7185047,black
24164496,black
35117512,equal
33399183,equal
26319501,white
35382730,black
9431332,equal
27617048,equal
3007653,white
10292308,black
30016444,white
30126968,equal
1020443,white
34090678,white
10543817,equal
1709828,black
16055645,equal
3625419,white
34678429,black
13043300,black
16864614,equal
7623779,black
33321726,equal
34567988,black
13034708,white
25127748,white
33343809,white
36612653,black
7371898,black
17036971,black
18580403,black
33802410,black
911541,white
28844188,black
16970006,black
19450947,black
26636828,white
22477424,black
6928262,equal
12264088,white
13553533,black
29533978,white
20215569,white
29995499,equal
24238601,black
12536004,black
2667475,white
14207362,black
8730566,black
35695007,black
14599501,equal
3465441,black
35291537,equal
3652492,black
33442662,equal
3201124,equal
14975539,white
35580733,white
19048565,equal
3193247,black
36243931,equal
14222468,equal
2719794,black
26761344,black
13872931,equal
15936779,black
4379529,black
26707008,equal
19891379,equal
293295,black
6832048,black
34580288,white
34243032,equal
28827614,white
37085947,black
13185359,white
28202499,black
22864577,equal
28595439,black
17203251,white
31548540,white
8633534,black
19711665,black
22652528,equal
30215782,white
2993396,black
16875800,equal
2388628,white
31654188,equal
30638531,equal
14060121,equal
524593,white
18434123,white
4226304,black
5255972,equal
20337512,equal
7612974,equal
19060687,equal
13285174,black
34084596,black
3447904,equal
36711452,black
16783110,white
7636928,equal
3999173,white
14473827,white
15402141,black
30066826,black
26773612,equal
21269702,black
22264300,black
26616925,black
11004628,equal
7190512,equal
3625760,white
23573901,black
33505550,equal
16356110,equal
18583332,white
22427924,black
796172,equal
4588051,equal
37091556,black
24680937,black
15555695,equal
17386481,equal
24339126,black
6666226,equal
27651509,equal
31476894,equal
8838889,black
32291620,black
11402979,equal
36717421,black
7891702,white
5359477,black
8031772,white
28836800,black
16690340,white
14342666,black
3062866,black
28861122,equal
5635912,white
22651995,black
28236305,black
26870198,equal
14130123,black
2592901,equal
18550971,black
16663136,equal
1242685,equal
31167971,equal
22243816,black
3442265,black
17484593,black
32716109,white
22400202,black
30367652,black
8159101,equal
4308826,white
20430438,black
8017263,black
16886710,equal
13422473,equal
27023403,black
23236749,black
32690473,black
37053364,white
15232572,equal
5334020,white
14499597,black
36519685,white
9257716,white
16634762,white
9016146,equal
3050253,white
4111372,equal
32646851,white
2184948,black
4985172,equal
5943051,equal
24542420,white
30058121,equal
36175960,equal
18398657,white
10932852,equal
10680975,black
2056429,black
22436387,white
31162103,equal
26921532,equal
19699277,black
24543911,black
5709585,white
33540248,equal
14815987,white
3177039,white
13943155,equal
34759027,equal
8979661,white
35623943,black
20948810,black
7501826,equal
15253924,equal
35230323,black
30611755,black
21194398,black
3863410,black
15837191,black
26480290,equal
5187198,white
6788664,equal
13566997,equal
13783737,white
23899701,black
28175862,black
21745226,white
9332600,white
3717628,white
33619369,equal
11609566,black
35373944,equal
36096201,equal
27417027,white
26259658,white
21033401,black
2475835,white
35398029,black
3537753,equal
15586706,black
4109595,equal
20583228,black
25788686,equal
36055986,white
32029680,black
33868664,white
14797098,equal
15658389,equal
25031803,equal
25222390,equal
7976090,black
35422509,black
3230874,equal
12055820,white
18012174,equal
9253456,black
13757036,white
19827289,black
7185908,equal
37114897,equal
30912717,white
15782156,equal
24666560,equal
6339004,equal
26677023,black
7576619,white
27440009,white
16769869,black
1423085,equal
33123623,black
30720499,equal
1291246,equal
7418259,equal
22914509,black
14061043,black
17956294,equal
936826,black
36055004,white
34715293,white
29509042,white
29139828,equal
23914076,equal
18309586,black
18672985,black
8960780,black
33816069,white
32103700,equal
32598672,white
18025309,black
28310271,white
26620658,white
34511459,black
25472920,equal
2363611,white
24773953,equal
6647427,black
18780019,white
29222994,white
22687532,black
13747053,white
25937459,white
4083246,white
24759486,equal
12996729,equal
34259192,black
12340968,white
2561347,white
33624064,equal
34352511,white
26169973,black
11956978,equal
22340294,white
8317899,equal
33282918,black
12655024,black
1428340,white
4497062,white
28235494,equal
28353794,black
28900263,white
26274160,white
36739088,black
11863221,black
34699055,white
26538271,black
14100099,black
28251081,equal
8808617,black
8909217,black
29537804,black
18922569,equal
19207095,black
1906632,equal
17644209,white
320863,equal
1690249,equal
33737145,equal
4621531,equal
31004366,equal
34654958,equal
30853312,white
24291360,black
27644154,black
36311069,white
19799109,white
14659711,equal
22392892,white
9245119,black
643252,white
13368432,white
34659633,equal
21799407,white
27150264,equal
1583580,equal
18176478,black
24122647,black
14773043,black
35575752,equal
10087961,equal
16013402,white
20174877,white
34957286,equal
17642594,white
5091483,black
9094917,white
31346766,equal
24523012,white
9677122,white
34735565,white
18031161,equal
22622574,black
2635128,white
33620030,equal
13814667,black
23406004,black
16588520,black
27992121,equal
36051945,equal
36765518,white
35258677,equal
5327913,black
29891476,equal
33344018,black
7163435,white
34243830,black
14014401,black
16166640,black
17780013,white
12317992,equal
19990030,black
34811984,black
28339960,black
10979642,equal
3723926,equal
17838773,equal
10544527,black
27553948,equal
7790766,equal
8707564,white
17054165,black
7120141,white
4136491,black
23419354,black
13498846,equal
24608786,equal
14856429,black
15835294,white
17930161,black
12972900,white
21155285,black
19189631,white
4236699,white
27719833,black
35125473,black
9969820,white
17914968,equal
31806414,black
31341838,equal
32972013,white
23106063,equal
35137115,black
17312097,black
35544309,equal
31106795,white
14233637,equal
28384001,white
11510614,white
