id,evaluation
4272931,equal
17833699,white
14774781,white
34102848,white
28012017,equal
35593788,white
2013057,equal
5891806,white
15605164,equal
591203,equal
13288447,white
33295407,white
15842744,white
10686240,equal
30911703,black
15551876,equal
36584976,equal
32765231,white
708441,black
12440473,black
9506798,equal
20799601,black
30777797,black
37156760,equal
26682002,white
2152390,white
26468751,black
13675802,white
5761868,black
1448926,white
25808734,white
32991541,equal
8050898,white
27893577,equal
16686103,equal
13972760,white
34047567,black
21452710,black
31331864,equal
17271826,white
25348000,black
19450143,black
33816668,equal
25191695,white
32558539,equal
8255349,white
14151638,white
14019188,equal
13157161,white
32867853,white
29718068,white
29415192,equal
9336377,equal
32412493,equal
12341239,black
2513523,equal
12904651,equal
2861070,black
33644300,white
1469300,equal
30989689,white
35278315,white
20053517,equal
34245989,equal
17809778,black
16289390,black
22232640,white
9539920,white
29370448,equal
29761279,black
13167253,black
32811560,equal
27070653,equal
22167616,white
11127362,black
26951534,black
22907861,white
30932985,white
25547621,equal
1432008,white
24681820,black
26936849,black
11446136,white
2892746,black
29158188,white
1049772,white
24955754,black
3355737,black
21571848,white
36062643,white
4493720,black
28675142,equal
16482259,equal
36737458,white
36699822,black
13083913,equal
33845194,equal
33145151,black
34670502,white
6238718,black
16573499,white
1576983,equal
26501181,equal
1230833,black
2279251,white
5161057,black
16102215,white
19947795,white
12006495,white
16881428,black
14321356,black
16017109,equal
21369570,black
2330505,black
21456260,equal
2741841,equal
5253746,black
19760645,white
12638789,black
4124428,white
6389448,equal
970602,black
981408,white
13898354,equal
33509074,black
8867529,black
6203409,black
1265188,equal
3544083,equal
2915693,white
15116092,equal
19215639,black
24326531,equal
9538365,white
7631063,equal
15671908,black
28171126,equal
29601953,equal
277257,white
28893710,white
17419313,white
28262697,black
12434377,equal
12407584,equal
2437799,white
9082635,equal
26364366,black
22161770,black
25479142,black
25407579,black
31534367,equal
28649306,white
11026968,black
28333361,white
19014493,equal
9036042,white
2621674,equal
20984251,equal
3445573,white
5830999,black
10625861,black
8646284,equal
29095027,equal
15580398,white
22229422,equal
11833790,black
23734016,black
18402963,white
35102767,white
32649899,white
10325026,white
27441623,equal
32065112,equal
33198197,equal
16889541,black
1065863,black
19872540,black
2230295,black
28233365,equal
4457480,equal
6698468,black
10025930,white
11011701,white
34317656,white
35855436,white
8129494,white
28091044,white
36553285,black
25006849,equal
11809454,black
28192729,black
33364362,black
20807697,equal
22214684,white
20031559,equal
21192157,white
36406834,black
19574418,white
24907217,white
33513128,equal
23259381,black
29232217,equal
1649578,equal
21843406,black
34072400,equal
22220605,equal
15174818,equal
37162229,white
33951180,white
25665131,black
24493679,black
27558435,white
21411339,white
19350040,white
8273822,black
22897333,white
3231375,black
2586096,black
6056579,white
8679023,equal
8712708,equal
14468744,white
4357860,black
20642901,black
31857483,black
32079679,black
22434204,white
12390938,black
36241323,black
15465534,white
11426070,black
13886497,black
31612461,equal
36655089,equal
31282055,white
29554376,equal
15119261,black
17997237,black
36312324,white
31942067,white
2429826,equal
23527174,black
3587219,white
146980,equal
10012949,black
16949993,equal
95273,equal
32414708,equal
24883547,equal
36256499,white
12049615,equal
15631246,equal
18004016,white
30302111,white
11840003,white
18101635,white
18651569,equal
31845737,black
11626336,equal
34615670,black
7282982,white
33441087,equal
726224,white
23334867,equal
13159939,black
14716026,equal
17854822,white
27431287,equal
22424979,equal
6720435,white
13314822,equal
19542611,black
16145576,white
19188155,white
33604598,black
21081962,equal
2235395,white
12693440,white
32534036,white
15838596,white
3443410,white
11808333,white
12728554,white
9512005,black
25286894,black
29745455,black
34323646,equal
29543376,white
4002747,white
34736223,equal
19329041,white
32635647,black
23658291,black
6499274,equal
10029871,white
21524724,equal
15044200,equal
2132523,equal
36223707,equal
16543453,white
2087827,black
17947707,equal
11361331,black
12088222,white
32290144,white
8187872,black
36760705,black
18644188,equal
21134721,equal
2294071,white
16950370,equal
23403175,black
14183514,equal
27051675,white
28942373,equal
20805934,black
20438523,white
27523492,black
28145040,black
32539734,black
22388591,white
28496685,equal
6338104,white
8543150,black
27996413,white
37015992,white
572540,white
1522436,black
12041213,equal
13331662,white
35135771,white
10932825,black
20392035,white
30792216,black
36303513,white
1782059,black
3339303,equal
27844443,black
19108300,equal
25254549,equal
3749787,white
1814578,black
17944599,equal
12681990,equal
7990334,equal
20849369,black
25231079,white
6469533,equal
24484225,white
27423084,white
5945801,black
19741151,equal
16909287,white
35970033,equal
506160,equal
1139388,black
10291701,equal
6094755,white
1776705,white
35865952,equal
3986946,white
29123229,white
2873522,equal
16203355,black
23129082,white
20960236,black
25408189,black
31617468,white
786065,white
13458418,black
33337024,black
27779391,white
17894382,white
26339279,black
17974153,equal
20506310,equal
35692246,white
21505459,white
12484041,black
28297806,white
33468231,black
4513421,equal
12235547,equal
35555324,white
1079547,black
1786569,white
1376126,equal
10433580,white
17854066,white
13976539,equal
6055043,black
30899714,black
8408617,black
27671586,equal
29315266,equal
32256610,black
7663573,equal
36013765,equal
17323069,white
21776616,white
20169915,equal
17218180,equal
15457075,equal
7339955,equal
31876072,black
5253167,black
4448398,equal
7617136,black
31708725,white
33990287,black
31361741,white
17297208,white
9151506,equal
31982092,white
33008244,black
20882422,white
29083254,black
2829653,equal
24428267,black
34767028,black
14277049,white
21981526,equal
14233159,white
8329279,white
33437521,white
33225867,black
9010313,black
22999824,white
14554646,white
26032927,equal
485063,white
34140505,equal
3886924,equal
7239636,equal
21079322,white
32468758,white
35110730,white
596149,black
219054,equal
20164974,black
14402679,white
11257112,white
29240045,black
36349596,white
26978752,white
22805237,white
31296355,black
26008277,black
11208062,black
10268036,white
37024012,equal
32892458,white
11775664,black
28679761,equal
30885528,white
34069156,white
35659179,equal
25102118,black
35909950,black
19067749,equal
21221537,black
34286080,white
22751456,equal
16607681,black
10172683,white
34782411,black
26654817,white
31487043,white
30500007,white
27111128,equal
1928797,black
31255710,white
12740365,black
17849518,white
35205906,equal
27016836,equal
3815298,white
14278952,black
35338057,equal
30944683,white
9312510,white
22590693,white
26434641,white
10733900,equal
5051188,white
26257898,white
26737417,equal
681296,equal
28575757,black
16491102,white
621179,white
23744214,black
65544,white
13568061,white
1576373,black
34967733,equal
15862252,equal
14298405,white
5764326,white
3004785,white
717382,black
13758220,black
15544298,black
28394959,equal
20837101,black
27385006,equal
36574078,black
18687196,black
30678513,white
2282219,white
12013210,equal
2012560,equal
20266963,black
15831058,black
22547237,black
25235678,white
17759606,black
15991221,white
14151323,white
3656635,white
26244453,white
11035685,white
22673952,black
22612806,white
30753367,black
21402064,black
8556751,equal
35555897,white
16985832,white
22291579,black
33880111,black
19864317,black
24700592,equal
24859844,black
36843987,black
27919276,white
10619444,white
15046176,black
32507082,white
14557322,white
27492459,equal
8516652,white
27747435,black
27400399,equal
31622271,black
10433330,white
35826790,black
32335913,white
31388522,white
34524074,equal
11044269,equal
3485379,equal
34403334,black
14567163,black
34787081,black
33205575,white
35252042,black
24899681,black
11675994,equal
30208204,black
31414920,white
33186923,equal
35073405,white
28466413,equal
2039383,white
9082755,black
8222433,white
24827786,black
27094154,equal
27048244,equal
449555,white
8599235,black
34734511,white
7987382,black
1689900,equal
22923211,black
18535468,black
3379221,equal
22316566,black
31036106,equal
23576990,white
29705614,equal
28049702,black
24541562,white
32954618,black
87267,white
31068119,equal
24053515,equal
4425796,equal
22626491,equal
9638212,equal
22081204,equal
5542259,white
28454587,black
37158198,equal
21475725,black
8044574,white
34755043,equal
36558501,black
13397975,equal
4238881,white
17965030,white
21308919,equal
31223345,white
29525767,black
26384324,equal
31470668,black
17803292,black
12460777,white
21103552,equal
19890322,white
26433854,equal
31147082,equal
17816003,black
12037170,equal
21478783,black
9678891,white
10322223,black
12710376,equal
34659006,black
6267946,white
4890583,white
22479675,equal
6936507,black
7769045,black
34649923,equal
13845151,equal
34348705,black
36985340,black
8781627,black
33089245,black
32254956,black
31292978,black
15487949,white
6685115,white
26293138,equal
36578128,white
13582668,white
30988698,equal
9579676,equal
35431724,black
1507271,equal
31081365,black
5534229,black
6529207,equal
9781867,white
32574523,white
20946337,black
19495736,black
26820146,equal
16189771,black
26699634,equal
22578450,equal
20096420,equal
17337450,white
20357772,equal
18604133,black
27275340,equal
2108901,white
19637059,white
19649381,black
31033111,equal
35199095,black
6005900,white
19539216,white
11873871,equal
7662345,equal
16517932,white
19577257,white
19725863,equal
27373947,white
10418783,black
23562938,black
18141854,black
11448222,equal
33918840,black
22206390,equal
20171867,black
6496659,equal
33300153,black
31594271,equal
11480404,black
10328290,white
25018235,black
31041181,equal
35023537,black
6205891,white
3500395,equal
29683852,white
10885089,white
36321222,equal
8776559,black
26461275,equal
29365100,equal
660534,white
23867127,equal
33623514,equal
34016562,black
6018551,equal
387872,black
7008643,equal
32158021,black
19604335,black
8508519,white
11453795,equal
23003997,equal
11960135,white
28637013,white
7396900,white
18710078,black
13487114,equal
35730962,black
29536650,equal
21674739,white
28639309,black
12938461,white
12509443,white
8335667,black
32941486,white
30355715,white
32488519,black
16840184,equal
32062695,equal
6308471,black
9374791,white
15044007,white
15179174,white
21600541,black
12470862,white
24440154,equal
16699623,black
27652037,white
13505333,black
5356970,white
14581123,black
21492115,equal
27630514,black
20218007,equal
26491590,black
24210476,black
30740845,equal
22310767,equal
20564009,equal
14907923,equal
8702678,white
22088462,white
13778616,equal
7028396,white
26666649,white
7030632,black
31816744,equal
9827253,white
19555180,black
27957127,white
18661958,white
7951718,white
2482451,white
25572671,white
3109970,black
26883334,equal
6091351,equal
12183233,black
25125387,black
30196354,white
6407845,black
2753780,black
29309228,black
6139130,black
34097149,white
7895414,white
34507357,equal
31192954,black
24973384,black
25325229,equal
1081230,equal
25817418,white
12617444,white
19814105,equal
24318582,equal
5693559,white
28260299,black
13164141,equal
22700272,black
20923649,equal
4865095,black
7410753,black
25108375,equal
18307204,equal
6605712,equal
5340121,white
22242622,equal
30803906,black
15973096,black
9668459,white
23702305,white
25276227,white
16344906,black
37032540,white
26246813,white
13902108,black
17176957,equal
31027061,equal
11295643,equal
12126488,black
29294422,black
16205021,black
34035175,black
11606841,equal
25120460,black
19235162,equal
21700049,white
18099840,equal
6412422,black
987085,black
16248112,equal
33549773,equal
32816285,black
30556062,black
11410962,black
14734684,white
22718994,white
26873367,equal
12705882,black
16118447,black
36282050,equal
1960655,white
17440595,black
2359695,equal
25656845,black
799215,white
5899698,equal
19092782,black
35741956,black
13402440,black
10479343,black
12616072,black
31987493,black
11664620,black
30918207,black
34488951,white
19518773,black
13777265,black
7412604,black
19542348,black
26072296,equal
1077030,black
28390103,black
10068089,equal
13592416,equal
8386464,equal
7313394,white
10939150,black
1162270,white
22824800,black
1310713,white
21047481,equal
30839677,equal
35171600,equal
35901474,white
14547900,white
35505965,black
2466782,equal
22978635,black
11431188,white
18662885,white
27912878,black
4417166,equal
24857108,white
33050394,white
3129763,equal
33904391,white
5339826,white
28180136,equal
24932445,black
822877,black
11811,equal
23038146,black
8306768,equal
11781570,black
21491878,white
8176659,black
5499013,black
29806061,equal
16798105,equal
27929064,black
5820305,black
18381819,white
8719875,black
32508574,black
31707229,black
31080813,equal
10305936,white
26675386,equal
16858158,white
35571899,white
803499,equal
28017034,white
25731191,black
28089693,white
24230034,black
20898776,black
442475,white
32893615,white
15975826,equal
28156868,white
34846667,white
3996025,white
36850607,equal
6679177,white
1829501,black
33515766,black
1829007,equal
36358964,black
19169024,black
2296182,equal
19203712,white
35151709,white
12745578,white
1274564,equal
36819256,black
32583681,white
35501169,white
5905733,black
17688424,equal
32814695,equal
27680234,white
36454316,black
24236366,white
14467496,equal
11089720,black
7007363,white
33544052,black
8976578,black
22785854,equal
30465783,equal
5835500,white
14052820,white
10382501,black
5953685,black
18976630,black
13409178,equal
21170346,white
30000184,equal
2416702,equal
20377347,equal
30660953,white
18491016,black
6311881,white
19740607,black
11317376,white
13590998,equal
7158167,black
28989970,white
25242015,equal
1467368,equal
26908667,black
21663944,equal
23744216,black
24902194,black
20886905,white
6732000,equal
29266764,black
26358025,white
15178469,white
32212343,white
26008083,black
10529390,white
23143572,black
8545664,equal
23273991,white
13767890,equal
27655947,black
10821854,equal
32246836,equal
29875037,black
28720176,equal
30224912,black
20735994,black
11174274,white
19483727,equal
24103970,equal
2325816,white
33429706,equal
29489312,black
4997221,white
5680749,equal
8605723,black
16538987,black
11641424,equal
3056554,black
19946281,black
1283849,black
1801503,white
28969247,equal
4462483,equal
36831891,white
18305781,white
31935189,white
6552595,black
35193610,white
26995554,black
15663470,black
7264242,equal
6933453,white
973696,black
13090298,white
15252815,black
3141252,equal
26910325,white
1616409,black
31687814,black
26488445,white
17174006,equal
12328670,white
22284808,equal
21088672,black
22118439,white
22247694,equal
8189595,equal
28547640,white
23232805,equal
31929538,equal
28672817,equal
21296890,equal
6969359,equal
8515593,white
28552315,black
5608111,black
1751167,equal
6583284,black
31804449,white
25935402,white
13574266,white
19846091,black
3447284,black
1788931,white
29513646,black
5700268,black
5680759,white
25027081,equal
23254841,white
25796541,equal
18058058,white
5635643,white
34860613,equal
17621461,black
25898326,black
23345133,black
37077602,white
6286734,equal
18640990,equal
9256337,black
31069788,white
34523184,black
4898351,white
26970981,equal
11572273,equal
10069360,black
26454896,black
2714689,black
18949946,black
33949604,equal
12110895,white
21888710,white
18777638,equal
19364189,equal
25614343,black
2344923,equal
33908096,white
30129236,white
35839456,equal
6480132,black
20086332,black
21692982,white
7628573,black
28616883,white
27213462,equal
6441473,black
7477592,equal
32004906,black
20883027,black
587772,equal
1020879,equal
9046597,white
35393990,black
20578171,white
31098473,white
14323616,black
31313680,white
26926476,black
13233114,black
24232088,white
20297537,black
36821229,black
4170719,black
27142819,white
24961169,white
24445366,white
34256770,black
14618416,black
15619925,black
20013784,white
2437242,equal
26973999,black
15321715,equal
20725804,black
7434676,black
35161414,white
25034399,white
5100892,equal
11642279,black
31851745,white
24164029,black
16490945,black
12264270,equal
2401220,white
19981028,white
31835864,black
22234894,equal
13717000,equal
27383597,equal
34561017,equal
29211555,white
15815321,white
35694449,equal
12109086,white
30392730,black
21677812,black
20251056,equal
16874709,equal
32287588,equal
2089934,white
16202761,black
30964314,equal
24672070,white
33506275,equal
12266996,black
5689269,black
24874917,black
15964333,equal
33591041,white
22833393,white
19770206,white
30520424,black
14677472,equal
24031588,black
16407390,white
28369008,white
37009449,white
14698855,equal
29350046,equal
30249815,black
3347206,white
18252360,white
26125242,black
13482024,black
33543170,equal
9899233,black
17072087,black
22097606,black
2360604,equal
21252379,black
19117661,white
17802563,white
13565011,black
23095329,white
14229834,white
16421918,equal
17227667,black
26453922,white
35544310,equal
7867181,white
33625393,equal
19755579,white
5070543,equal
17860494,equal
33679311,equal
10845886,white
28091825,white
18257262,white
17695878,equal
16496984,black
28704366,white
25750985,equal
23583360,black
36605802,black
33505376,equal
25534581,equal
18524702,equal
11519088,black
684142,black
11783908,equal
28632246,equal
22411375,equal
26865894,white
33279456,black
20241983,equal
13794302,equal
4178760,white
17389556,equal
20434768,equal
19848004,black
10078768,equal
19653605,equal
2677767,white
12819102,black
14418547,black
25313970,equal
31671635,white
6438501,black
414766,equal
21439679,black
7227887,equal
2883092,black
26901179,equal
26205198,black
10021483,equal
15126707,equal
33233238,equal
5656339,white
35390785,equal
17795832,black
19583880,white
9076129,black
1231770,equal
28991865,equal
6354933,equal
30606005,white
26767181,equal
28134232,white
4778243,white
37051255,white
11438337,black
5674658,equal
22435695,equal
25442614,black
30339832,equal
9110561,equal
1563205,white
11662913,white
2151951,equal
3437949,white
32985425,equal
33704102,equal
3819450,black
12366004,black
2161914,black
13022518,black
16994960,black
36885600,white
15614028,black
16370881,white
9722686,white
20053808,equal
21199791,equal
19618763,white
11965512,black
18452367,equal
22716821,equal
22084682,equal
28804907,white
34082656,black
18591974,black
30826991,black
11800921,black
22848706,black
35883878,equal
28133673,black
26211452,black
25301020,white
16761480,black
16428164,black
1906478,white
32024311,black
30018203,white
35775060,black
835708,white
7709916,black
2330542,equal
16578640,equal
36400541,equal
67601,white
28969230,white
29696709,equal
3973458,black
23649025,black
32155298,black
11493965,black
9515447,equal
19630888,equal
20683252,black
36581298,equal
3822402,white
6166870,white
29244742,equal
19105184,black
32019800,white
5339673,equal
8823888,equal
10190674,equal
12734706,white
8416922,white
7903506,equal
18391617,black
7698004,black
17127608,black
512958,equal
16486542,white
36867083,equal
3994761,white
36426937,white
33176855,white
18637662,white
14245819,black
3222544,white
14032483,white
32284969,black
23266355,black
5306281,white
31116841,black
21847592,white
5269100,black
13006635,black
36245330,white
32989485,equal
11738850,equal
31489370,equal
20871994,black
14289213,black
12329879,white
32161127,black
29467753,black
23265476,white
32052510,white
4116401,white
3151743,black
25389463,white
10933296,equal
29385365,equal
7944747,white
9957966,black
17327576,black
27259908,black
35243284,white
36839803,white
4789795,black
30654176,black
26037768,black
2625303,white
11301723,equal
4151141,equal
24620028,black
181856,white
11406438,white
14283501,equal
8398297,equal
36302211,equal
9671743,black
3706727,equal
23609088,equal
25559453,equal
7669855,white
17468469,black
5512884,equal
8439817,white
33414862,equal
20331835,equal
16442548,black
33747486,equal
7877525,white
5851765,black
36650285,black
1306306,black
2099598,black
24530314,white
17171777,white
28178165,black
35171560,equal
34841678,white
35230882,equal
16506271,equal
31033727,white
33568991,black
9210036,black
36444132,equal
2973703,equal
20973345,black
8023330,black
28964628,white
24679318,black
1193957,equal
26478512,white
11847337,equal
817575,black
12147671,black
662759,equal
32992182,equal
12646228,equal
25498595,equal
1374503,black
25683841,equal
36954723,white
1778087,black
15099676,equal
26337500,white
25162228,white
33967564,black
8309765,equal
8418586,white
16139805,equal
7618098,equal
17091875,white
30666763,black
23529198,equal
12163550,black
14142299,black
9998819,black
17216399,equal
15053500,black
8031483,black
14727793,equal
22180553,black
10291569,black
7787441,black
8235324,equal
1768917,white
23145300,equal
17257549,black
7332888,equal
1467898,equal
36386673,black
26184264,equal
2916641,equal
36832839,white
30552359,white
1604973,equal
2904683,white
14972203,white
34523132,white
22453176,white
27887910,equal
9117568,equal
30484013,white
12541852,equal
9628790,black
20663607,black
26454113,white
22301418,white
22879397,white
25055397,equal
26400517,equal
12116171,black
24978047,white
17458784,black
21296011,white
12908716,black
36518009,black
32852361,black
6450242,equal
7609924,equal
30825044,equal
16698176,white
16640567,equal
13711943,equal
16495496,equal
13375342,equal
13866692,black
25676168,equal
650054,white
23018506,equal
1756087,white
31837903,equal
22695236,white
23472271,black
789895,equal
28744980,white
34223771,white
10627377,black
36483266,black
15697598,equal
5944315,white
10939995,equal
14507667,equal
3981282,equal
5375393,black
29533280,black
24841576,equal
2835732,white
21112173,white
17055664,white
31694165,white
27730528,white
32855175,equal
9556777,white
33575233,white
6492569,equal
29257338,white
8813693,black
32685154,black
17545114,black
26636905,equal
35822050,black
2909798,white
1662845,white
16800035,white
30759621,equal
13205980,black
646142,equal
1384142,black
6354887,black
13996964,white
23715318,white
27906010,equal
33452202,equal
35331127,equal
1131888,white
29103743,black
32304089,black
35348517,white
19698203,black
7890505,white
841305,black
12983379,black
1757672,equal
12522903,black
24592953,white
3345764,equal
34251932,equal
17901165,black
3736352,black
31992189,equal
19889625,equal
8300692,black
11696841,equal
19653133,white
20034132,white
15377504,equal
21803827,white
10357307,equal
24265030,equal
36294958,equal
29877129,white
12137182,white
30005153,equal
31150488,equal
24147621,black
4568676,equal
26054418,equal
10607504,white
5495468,equal
31530734,white
15096896,white
1933057,black
34329399,white
8486017,white
24428416,white
5806153,equal
10561363,black
10326127,equal
3953967,equal
8552931,black
32850193,equal
31204791,white
24170608,equal
23746830,black
30162402,equal
33918345,equal
1146949,black
12148278,equal
4964256,equal
30375593,white
31983351,equal
31247637,white
8147934,white
15767034,equal
18022887,black
3860189,white
18079013,white
24824215,black
9503318,black
30582659,white
18344293,black
316573,white
24855093,black
16331278,equal
8510607,white
15036791,white
35765805,equal
20476082,equal
24719567,equal
1595368,white
26078801,equal
33596780,white
31526283,white
19614188,white
20207251,white
35575267,equal
31363106,white
4411463,black
14290678,equal
29672841,equal
11593725,black
1841796,equal
1448986,white
3015409,black
12314439,equal
17415319,white
27247940,black
1785792,white
3115212,black
31142230,equal
32835463,white
13131153,equal
9433835,black
11227467,black
4039766,white
10605477,white
1463560,equal
5155180,white
18808116,equal
27418562,black
16325629,equal
2232219,white
33967679,black
17493916,black
17004941,equal
29668921,black
11898457,equal
957356,white
32171484,white
23600856,equal
23518020,white
12962926,black
24808885,equal
9800810,equal
207654,white
13411416,equal
35607141,equal
36660562,equal
25021552,white
24408924,white
30894557,black
34230855,white
18844226,equal
9699414,white
26062665,white
29403526,white
16132457,black
29591536,equal
17540763,equal
29080832,equal
34746877,white
31117474,black
2900691,white
8374016,white
35993262,equal
33484046,equal
20036125,black
22818509,black
8340752,white
10069152,white
2909125,black
9187811,equal
4386529,white
767562,black
16874617,white
12106831,equal
5557735,black
33977039,white
14344384,white
16331181,white
9321601,white
20546407,white
10358373,black
28162845,equal
10876356,white
10920555,black
5593516,black
36368283,black
28913296,white
23014822,white
28166673,black
1972232,white
25337309,equal
25039149,white
14518653,white
453440,black
1296793,equal
10871618,equal
7580977,black
16018270,black
26842646,white
21286594,equal
5824520,equal
2093123,white
10310447,white
27655192,equal
27159772,black
13918869,white
19022329,white
19602691,equal
29456048,black
22551013,black
28309379,white
29487140,black
27880637,white
26510423,equal
35349175,black
7030091,white
16876862,white
12975254,equal
5531373,equal
3710859,white
3022289,white
9123081,equal
8802947,equal
12469864,white
30465338,black
31895416,white
17985937,white
36906320,equal
5189074,white
33536876,equal
31175441,white
36481680,equal
32798955,black
16090163,equal
14270195,white
14658112,black
25631357,black
8929665,equal
29016877,white
18038623,equal
10476756,black
9391125,black
3139342,equal
8253708,black
22191705,white
81749,white
27305735,white
16967617,black
10175999,black
20924710,white
17782389,black
25759849,black
30723946,equal
32201889,black
6231926,equal
16002636,white
35032868,white
18625803,white
8723170,equal
32115248,white
15462629,white
13349034,white
23834962,black
35680688,equal
3658562,equal
31591390,white
35948235,black
17196301,white
24757723,black
9522185,white
16896951,black
30553042,white
10408040,equal
14947957,white
27611994,black
22217035,white
25414921,black
30840496,equal
16120836,black
662353,equal
11311209,black
24219675,black
28517916,equal
9208272,black
325653,equal
12094965,equal
28540042,equal
6441704,equal
4257553,equal
32086325,white
8045269,black
4181098,white
5510615,equal
33419878,equal
30320396,black
28871404,black
710231,white
4579445,equal
3618058,equal
24056482,white
35800406,black
24089926,black
36119883,black
35201421,equal
31329320,black
35776810,black
35982451,white
27184001,white
24070629,equal
6805151,equal
25427813,equal
16370368,white
6207292,black
2390455,black
30890049,white
19769132,white
648343,black
30077603,equal
22045878,black
29138136,white
32350781,equal
28452330,white
24862923,black
25367619,equal
23244382,equal
14318563,equal
11322573,black
11538739,equal
27921092,equal
795654,white
524479,black
36113307,equal
29631493,equal
7941700,equal
30455878,black
16976367,black
32867282,black
18507244,white
10968064,white
25922153,black
30657396,black
37066705,equal
29388422,black
31245736,white
32713896,white
33554225,black
3087929,black
28335571,black
17550086,white
34598253,equal
17813917,black
6264100,equal
34604653,black
15710573,equal
34163491,equal
8964593,black
5501543,white
14702204,equal
19005756,white
7026756,equal
29225107,equal
1150309,white
30159867,white
22845286,black
3608438,equal
36786963,white
5616856,black
28565097,black
24313142,white
19293835,white
11266203,equal
30808565,white
30928258,white
37070437,white
36163150,black
22297875,equal
8155757,equal
15413051,white
20486009,black
31183816,white
18511287,black
5831759,black
17423203,white
17294307,white
32098237,white
23039905,white
31402325,black
112873,black
11132547,equal
22243806,black
22007630,black
26961353,white
36785368,white
9388080,black
6371330,white
9913945,white
15185455,equal
36490281,equal
17048576,equal
12367089,equal
27746323,white
6916511,black
17896624,black
10307435,white
627713,white
11966343,equal
7326361,black
2393150,black
13630708,black
34999742,white
25689631,equal
23663456,black
2586759,white
26323344,equal
26859863,equal
13745494,equal
6867569,black
22179213,black
10790838,equal
6274354,equal
14686421,equal
7908913,black
33426615,white
24502951,equal
19640229,black
8466520,equal
6759947,equal
8668089,black
19276154,white
24058128,black
29139134,white
6524708,equal
5933404,black
1597128,equal
27413307,black
11251002,equal
26268241,white
7092390,white
36259709,equal
17062618,equal
2912087,white
3029948,white
141769,equal
24505398,equal
22434394,white
5761430,white
35557189,black
30556740,white
5732237,white
13127419,equal
35213283,equal
3618811,equal
404384,equal
6817615,white
32233736,white
32135024,equal
27114479,black
35957520,equal
32747978,equal
10616211,equal
4961659,white
31586241,white
5535858,black
15975535,black
20762641,black
25822258,black
27821072,equal
19926826,white
31604567,black
36509877,black
1382841,equal
35138471,equal
3757926,white
13074375,white
11400440,equal
19370380,equal
2976958,equal
6956976,equal
1733613,white
33076578,black
25402571,black
21919374,equal
33957549,white
3426589,white
12229901,white
31639657,black
27824397,equal
9673629,black
12176100,white
11581940,equal
31605378,white
5099760,equal
11179015,black
20085997,white
8781820,white
14093608,equal
2433370,equal
9322573,equal
5206679,equal
31390865,equal
33429469,equal
3287318,white
32683631,black
19830110,white
29223542,equal
29133374,equal
33530875,equal
29349073,white
20597662,equal
32997146,white
15334061,equal
10131608,equal
33829246,black
32538266,white
278397,white
31622497,black
29201303,black
10773773,equal
4318774,black
3768625,white
5744516,black
22800279,black
20646808,white
23134920,equal
15171962,black
4236266,black
26852064,equal
16881144,black
11363860,black
26117575,white
30888347,black
16876265,black
25887320,white
6682504,white
13858130,white
109936,black
34045200,equal
24959912,equal
16745865,black
7463446,equal
3937274,white
28667477,equal
19375184,white
23066989,white
4291583,black
14929498,equal
19368713,black
5692496,equal
35147101,equal
7447535,equal
8986106,white
19466566,white
36469675,white
4956850,white
9316525,white
24796673,equal
32326996,equal
34897322,white
17079645,equal
8323202,equal
6331990,white
18571181,black
14136455,black
8376004,black
32329503,black
19875209,equal
6516896,black
35765049,black
7595356,equal
182271,white
4722665,equal
26149337,white
1637518,white
11850984,white
14086330,black
29187483,black
11097553,black
13217421,equal
22010332,equal
15397513,white
17844274,black
3491088,black
30448042,white
3471342,white
32838522,black
28156677,black
22090605,equal
20205000,black
4495293,white
22533785,white
12237021,black
36625208,equal
6677423,white
31179953,equal
15754318,equal
15729999,black
16448327,black
6228464,black
12485101,equal
8976907,black
10281475,black
14140553,black
816056,black
9692161,equal
14627279,white
1637221,black
1322908,black
19652933,equal
21785851,black
4091972,white
13431540,white
34610691,black
18304363,white
2422440,black
33018275,black
772240,white
372734,black
33113735,white
20372237,equal
8397649,equal
17716645,white
29398429,white
30514779,equal
23920697,black
11823223,black
33331523,black
11725253,equal
33273972,white
19741940,black
6953359,black
17909022,equal
30854422,equal
30283366,white
1223200,equal
6689140,black
32333583,white
7679606,equal
4246012,black
4396561,equal
2489730,black
33610250,equal
11355561,white
24079392,white
23528251,equal
9227097,black
16201360,black
21366849,black
6707438,equal
30363344,black
20434220,black
7277302,black
35427797,black
28770171,white
24729554,equal
11893809,white
5620485,black
22788228,black
17551814,equal
1528803,equal
4637220,white
12111946,black
15451956,white
1792879,black
12407238,white
24706165,black
25342837,black
14950860,black
29764338,white
6012448,equal
4211489,equal
23585448,equal
16300581,black
30520242,white
14248634,black
11293142,white
14691615,white
6720573,equal
5718547,white
12403876,black
33460880,white
31604418,black
30109564,equal
33045009,equal
30097986,black
19467883,equal
3174267,white
2779888,black
23463244,equal
8127887,equal
27512134,black
4652959,white
16124231,black
7009799,white
22759514,equal
24351734,black
21629945,equal
36368487,white
9314712,equal
21901175,white
27881885,black
21117224,black
18213403,equal
10628808,white
7415859,black
24024211,equal
3745625,black
31081194,equal
15689850,black
35212675,white
25939313,equal
35767757,white
27072533,white
33221901,white
24366589,white
15950404,equal
35404558,white
22160161,equal
7098615,black
23709240,equal
33686980,equal
10945602,black
7748634,equal
22980185,equal
23701952,black
16188252,white
1436889,black
2920764,white
